Year,Month,Day,Temp_Max[?øC],Temp_Mean[?øC],Temp_Min[?øC],Weather Category,,Emirate
2019,9,4,46.1,36,28.7,Sunny and Hot,,Ras Al Khaimah
2019,7,13,45.3,35.6,29.9,Sunny and Hot,,Ras Al Khaimah
2022,2,16,27.9,20.9,15.8,Sunny and Warm,,Ras Al Khaimah
2018,7,19,42.1,36,30.1,Sunny and Hot,,Ras Al Khaimah
2022,8,4,44.3,38.4,35.3,Sunny and Hot,,Ras Al Khaimah
2020,3,3,26.1,21.7,19,Sunny and Warm,,Ras Al Khaimah
2020,7,26,44.7,37.6,32.9,Sunny and Hot,,Ras Al Khaimah
2020,12,8,26.5,23,19.2,Sunny and Warm,,Ras Al Khaimah
2021,12,5,28.5,23.4,19.5,Sunny and Warm,,Ras Al Khaimah
2018,8,23,44.3,36.5,31.8,Sunny and Hot,,Ras Al Khaimah
2021,6,28,45.8,38.2,32.4,Sunny and Hot,,Ras Al Khaimah
2022,2,17,25.3,19.5,12.5,Cold and Cloudy,,Ras Al Khaimah
2020,3,9,27.8,21.7,16.4,Sunny and Warm,,Ras Al Khaimah
2023,1,5,29.2,23.1,17.7,Sunny and Warm,,Ras Al Khaimah
2020,6,1,44.7,37.4,32.3,Sunny and Hot,,Ras Al Khaimah
2018,12,26,26.9,18.8,11.2,Cold and Cloudy,,Ras Al Khaimah
2020,9,2,45,35.7,29.2,Sunny and Hot,,Ras Al Khaimah
2021,3,24,38.1,26.9,18.1,Sunny and Warm,,Ras Al Khaimah
2022,7,2,42.5,34.9,30.5,Sunny and Hot,,Ras Al Khaimah
2019,8,16,47.8,38,32.1,Sunny and Hot,,Ras Al Khaimah
2018,2,11,29.1,19.2,10.5,Cold and Cloudy,,Ras Al Khaimah
2019,10,9,38.8,32.1,26.6,Sunny and Hot,,Ras Al Khaimah
2019,7,16,42.1,35.5,30.1,Sunny and Hot,,Ras Al Khaimah
2018,11,6,34.6,26.6,18.6,Sunny and Warm,,Ras Al Khaimah
2020,3,24,25.5,21.3,17.9,Sunny and Warm,,Ras Al Khaimah
2020,11,3,33.4,26.7,19.6,Sunny and Warm,,Ras Al Khaimah
2021,4,20,35.7,27.8,19.3,Sunny and Warm,,Ras Al Khaimah
2021,9,13,45,36.4,31.8,Sunny and Hot,,Ras Al Khaimah
2021,2,12,28.9,21,15.5,Sunny and Warm,,Ras Al Khaimah
2022,1,12,25.5,19.6,13.3,Cold and Cloudy,,Ras Al Khaimah
2019,8,8,42.9,36.3,31.1,Sunny and Hot,,Ras Al Khaimah
2021,8,16,45.5,37.3,32.2,Sunny and Hot,,Ras Al Khaimah
2022,7,3,43.3,35.6,31,Sunny and Hot,,Ras Al Khaimah
2019,4,4,41.5,32,24.2,Sunny and Hot,,Ras Al Khaimah
2019,6,15,47.2,35.4,27.9,Sunny and Hot,,Ras Al Khaimah
2019,4,18,40.6,30.2,20.3,Sunny and Hot,,Ras Al Khaimah
2022,4,19,34.7,26.7,17.5,Sunny and Warm,,Ras Al Khaimah
2020,2,22,30.6,23.5,19.5,Sunny and Warm,,Ras Al Khaimah
2018,6,12,41.8,35.2,29.2,Sunny and Hot,,Ras Al Khaimah
2020,9,30,42.8,34.1,25.1,Sunny and Hot,,Ras Al Khaimah
2022,9,11,42.8,34.4,28.5,Sunny and Hot,,Ras Al Khaimah
2018,7,5,48.9,38.2,31,Sunny and Hot,,Ras Al Khaimah
2018,12,12,27.7,23.1,18.9,Sunny and Warm,,Ras Al Khaimah
2020,2,22,30.6,23.5,19.5,Sunny and Warm,,Ras Al Khaimah
2020,10,23,34.2,27.7,20.5,Sunny and Warm,,Ras Al Khaimah
2018,1,5,24.5,20,16,Sunny and Warm,,Ras Al Khaimah
2020,9,29,42.7,32.6,24.5,Sunny and Hot,,Ras Al Khaimah
2022,7,10,41.4,36.4,33.3,Sunny and Hot,,Ras Al Khaimah
2019,6,4,46.2,36,27.1,Sunny and Hot,,Ras Al Khaimah
2020,4,25,43,33.1,23.3,Sunny and Hot,,Ras Al Khaimah
2020,7,29,45.6,38.9,33.9,Sunny and Hot,,Ras Al Khaimah
2019,1,20,22,18.6,15.8,Cold and Cloudy,,Ras Al Khaimah
2020,6,4,43.7,35.8,27.5,Sunny and Hot,,Ras Al Khaimah
2023,1,17,33.1,23.4,16.3,Sunny and Warm,,Ras Al Khaimah
2018,11,9,34.6,27.4,20.8,Sunny and Warm,,Ras Al Khaimah
2021,6,5,47.3,35.9,28.4,Sunny and Hot,,Ras Al Khaimah
2021,11,5,34.5,27.2,21.4,Sunny and Warm,,Ras Al Khaimah
2018,1,30,21.8,17.4,11.6,Cold and Cloudy,,Ras Al Khaimah
2021,5,31,48.3,37,28.2,Sunny and Hot,,Ras Al Khaimah
2018,3,9,34.3,24.3,15.1,Sunny and Warm,,Ras Al Khaimah
2020,11,27,30.6,24.3,18.8,Sunny and Warm,,Ras Al Khaimah
2021,10,13,41.5,32.8,26,Sunny and Hot,,Ras Al Khaimah
2020,10,14,38.6,31.5,26.9,Sunny and Hot,,Ras Al Khaimah
2018,5,16,40.8,33.1,28.2,Sunny and Hot,,Ras Al Khaimah
2020,5,20,43,33.2,25.4,Sunny and Hot,,Ras Al Khaimah
2019,4,11,32.9,27.7,23.6,Sunny and Warm,,Ras Al Khaimah
2023,1,2,27,21.2,15.7,Sunny and Warm,,Ras Al Khaimah
2018,7,24,42,35.8,31.9,Sunny and Hot,,Ras Al Khaimah
2022,12,4,30.6,24.5,18.2,Sunny and Warm,,Ras Al Khaimah
2018,8,24,44.8,36.1,30,Sunny and Hot,,Ras Al Khaimah
2022,12,16,28.9,23.2,16.8,Sunny and Warm,,Ras Al Khaimah
2021,11,16,32.8,26.6,20.5,Sunny and Warm,,Ras Al Khaimah
2020,11,20,32.9,25.3,18.4,Sunny and Warm,,Ras Al Khaimah
2018,12,21,26.7,20.8,15.7,Sunny and Warm,,Ras Al Khaimah
2018,5,28,42.4,35.4,29.5,Sunny and Hot,,Ras Al Khaimah
2018,3,3,27.4,21.7,16.6,Sunny and Warm,,Ras Al Khaimah
2019,11,11,29.9,23.6,17,Sunny and Warm,,Ras Al Khaimah
2020,12,26,24.2,20.4,16.4,Sunny and Warm,,Ras Al Khaimah
2021,8,20,43.5,36.5,30.8,Sunny and Hot,,Ras Al Khaimah
2022,12,11,27.4,22.8,18.9,Sunny and Warm,,Ras Al Khaimah
2021,11,21,34.5,25.7,18.1,Sunny and Warm,,Ras Al Khaimah
2021,6,2,44.9,35.6,27.1,Sunny and Hot,,Ras Al Khaimah
2018,11,26,29.2,24.5,21.2,Sunny and Warm,,Ras Al Khaimah
2018,6,13,41.7,35.1,28.6,Sunny and Hot,,Ras Al Khaimah
2018,7,16,44,37.2,31.6,Sunny and Hot,,Ras Al Khaimah
2023,1,16,29,21.8,15.9,Sunny and Warm,,Ras Al Khaimah
2020,5,4,39.1,32.1,28.1,Sunny and Hot,,Ras Al Khaimah
2020,2,9,30.4,23.4,16.4,Sunny and Warm,,Ras Al Khaimah
2022,3,15,40.5,29.2,19.5,Sunny and Warm,,Ras Al Khaimah
2019,8,12,42,35.6,31.6,Sunny and Hot,,Ras Al Khaimah
2020,10,16,37.9,29,20,Sunny and Warm,,Ras Al Khaimah
2020,7,1,46,36.3,27,Sunny and Hot,,Ras Al Khaimah
2020,1,12,20.4,17.5,14,Cold and Cloudy,,Ras Al Khaimah
2019,7,19,40.9,35.3,31.1,Sunny and Hot,,Ras Al Khaimah
2020,8,6,44,36.9,31.8,Sunny and Hot,,Ras Al Khaimah
2018,7,16,44,37.2,31.6,Sunny and Hot,,Ras Al Khaimah
2021,12,10,29,22,15.9,Sunny and Warm,,Ras Al Khaimah
2018,8,16,45.2,37.1,32.5,Sunny and Hot,,Ras Al Khaimah
2019,2,27,28.9,20,12.6,Sunny and Warm,,Ras Al Khaimah
2020,12,7,28,24.8,21.1,Sunny and Warm,,Ras Al Khaimah
2022,8,22,46.4,36.5,29.7,Sunny and Hot,,Ras Al Khaimah
2021,2,21,31,23,19,Sunny and Warm,,Ras Al Khaimah
2019,3,26,35.8,30.9,26.2,Sunny and Hot,,Ras Al Khaimah
2022,8,11,45.2,37.6,31.4,Sunny and Hot,,Ras Al Khaimah
2019,12,11,29.3,24.3,22,Sunny and Warm,,Ras Al Khaimah
2023,1,29,23.6,18.2,12.4,Cold and Cloudy,,Ras Al Khaimah
2020,3,13,33.5,23.7,14.8,Sunny and Warm,,Ras Al Khaimah
2021,2,26,25.4,21.9,18.7,Sunny and Warm,,Ras Al Khaimah
2019,6,19,41,36,32.1,Sunny and Hot,,Ras Al Khaimah
2020,2,27,24.1,21,18.7,Sunny and Warm,,Ras Al Khaimah
2018,8,5,44.8,35.9,27.2,Sunny and Hot,,Ras Al Khaimah
2021,7,18,41.5,35.5,31.7,Sunny and Hot,,Ras Al Khaimah
2021,8,7,43.8,37.1,30.7,Sunny and Hot,,Ras Al Khaimah
2019,11,6,34,28.1,22.6,Sunny and Warm,,Ras Al Khaimah
2021,6,2,44.9,35.6,27.1,Sunny and Hot,,Ras Al Khaimah
2022,11,2,38,28.7,20.5,Sunny and Warm,,Ras Al Khaimah
2021,10,28,36.1,29,22.6,Sunny and Warm,,Ras Al Khaimah
2023,1,5,29.2,23.1,17.7,Sunny and Warm,,Ras Al Khaimah
2020,7,27,45.4,38.1,32.9,Sunny and Hot,,Ras Al Khaimah
2022,9,28,38.1,33.1,30,Sunny and Hot,,Ras Al Khaimah
2019,2,12,22.6,20.6,18,Sunny and Warm,,Ras Al Khaimah
2021,3,14,28.2,22.7,17.9,Sunny and Warm,,Ras Al Khaimah
2021,2,9,25.8,21.3,17.2,Sunny and Warm,,Ras Al Khaimah
2022,10,3,41.8,32.3,24.5,Sunny and Hot,,Ras Al Khaimah
2018,10,9,40.5,31.8,24.7,Sunny and Hot,,Ras Al Khaimah
2019,11,24,28.5,22.1,16.3,Sunny and Warm,,Ras Al Khaimah
2020,3,20,37.9,27.9,20.7,Sunny and Warm,,Ras Al Khaimah
2022,11,24,32.4,26.3,21.7,Sunny and Warm,,Ras Al Khaimah
2020,3,7,32.8,22.8,15.7,Sunny and Warm,,Ras Al Khaimah
2021,5,10,38.6,30.5,22.6,Sunny and Hot,,Ras Al Khaimah
2021,6,20,42,35.7,30.8,Sunny and Hot,,Ras Al Khaimah
2020,5,2,41.7,33.9,28.6,Sunny and Hot,,Ras Al Khaimah
2021,5,9,41,32,23.3,Sunny and Hot,,Ras Al Khaimah
2018,10,26,35.4,29.2,24.2,Sunny and Warm,,Ras Al Khaimah
2021,11,30,30.4,24.1,17.5,Sunny and Warm,,Ras Al Khaimah
2018,2,13,34.9,24.3,13.7,Sunny and Warm,,Ras Al Khaimah
2018,3,2,25.5,22.2,19.5,Sunny and Warm,,Ras Al Khaimah
2021,1,8,24.9,18.3,12.7,Cold and Cloudy,,Ras Al Khaimah
2020,4,22,33.6,28.5,24.8,Sunny and Warm,,Ras Al Khaimah
2021,1,4,25.4,17.8,9.3,Cold and Cloudy,,Ras Al Khaimah
2022,11,24,32.4,26.3,21.7,Sunny and Warm,,Ras Al Khaimah
2019,4,1,41.3,33.3,25.4,Sunny and Hot,,Ras Al Khaimah
2022,8,27,44.3,36.4,29.7,Sunny and Hot,,Ras Al Khaimah
2018,5,27,42.2,35.2,30.1,Sunny and Hot,,Ras Al Khaimah
2019,4,26,30.4,24.1,17.2,Sunny and Warm,,Ras Al Khaimah
2020,4,18,35.3,26.1,19.1,Sunny and Warm,,Ras Al Khaimah
2021,9,8,44.4,35,28.3,Sunny and Hot,,Ras Al Khaimah
2021,7,14,46.1,39.4,34.7,Sunny and Hot,,Ras Al Khaimah
2021,2,28,27.1,21.3,16.8,Sunny and Warm,,Ras Al Khaimah
2018,2,23,35.3,25.5,19.3,Sunny and Warm,,Ras Al Khaimah
2020,6,26,45.3,36.3,31.8,Sunny and Hot,,Ras Al Khaimah
2019,1,15,29.7,22.5,15.8,Sunny and Warm,,Ras Al Khaimah
2019,1,10,26.9,20.7,15.3,Sunny and Warm,,Ras Al Khaimah
2022,11,4,35.9,29.1,21.8,Sunny and Warm,,Ras Al Khaimah
2022,11,24,32.4,26.3,21.7,Sunny and Warm,,Ras Al Khaimah
2018,1,5,24.5,20,16,Sunny and Warm,,Ras Al Khaimah
2019,9,26,41.4,34.2,29.9,Sunny and Hot,,Ras Al Khaimah
2019,2,8,25.9,17.6,9.5,Cold and Cloudy,,Ras Al Khaimah
2018,8,11,47.1,39.4,34.7,Sunny and Hot,,Ras Al Khaimah
2021,10,2,41.3,33,26,Sunny and Hot,,Ras Al Khaimah
2020,4,16,30.3,25.4,21.5,Sunny and Warm,,Ras Al Khaimah
2022,6,5,47.1,34.9,24.6,Sunny and Hot,,Ras Al Khaimah
2018,11,1,33.3,27.1,20.3,Sunny and Warm,,Ras Al Khaimah
2022,12,5,31.3,24.8,18.5,Sunny and Warm,,Ras Al Khaimah
2021,7,24,46.9,40.2,35.6,Sunny and Hot,,Ras Al Khaimah
2020,12,24,26.7,19.9,13.4,Cold and Cloudy,,Ras Al Khaimah
2019,6,23,44.9,37.8,32.9,Sunny and Hot,,Ras Al Khaimah
2018,11,9,34.6,27.4,20.8,Sunny and Warm,,Ras Al Khaimah
2021,2,28,27.1,21.3,16.8,Sunny and Warm,,Ras Al Khaimah
2021,7,7,44.8,38.7,33.3,Sunny and Hot,,Ras Al Khaimah
2018,6,18,43,34.6,25.1,Sunny and Hot,,Ras Al Khaimah
2020,10,31,36.6,26.7,19,Sunny and Warm,,Ras Al Khaimah
2019,8,23,46.4,38.3,31.4,Sunny and Hot,,Ras Al Khaimah
2021,6,21,48.5,37.7,31.2,Sunny and Hot,,Ras Al Khaimah
2021,9,2,44,36.2,31.5,Sunny and Hot,,Ras Al Khaimah
2018,4,19,32,26.7,21.6,Sunny and Warm,,Ras Al Khaimah
2022,4,1,36,25.8,16.7,Sunny and Warm,,Ras Al Khaimah
2021,3,3,36.5,27.5,20.7,Sunny and Warm,,Ras Al Khaimah
2018,12,29,28.1,20.2,13,Sunny and Warm,,Ras Al Khaimah
2018,11,27,27.8,23.8,20,Sunny and Warm,,Ras Al Khaimah
2020,11,23,30.3,24.6,18.6,Sunny and Warm,,Ras Al Khaimah
2018,10,31,31.2,27,21.6,Sunny and Warm,,Ras Al Khaimah
2019,7,27,46,37.9,30.2,Sunny and Hot,,Ras Al Khaimah
2022,8,18,46.5,36.1,28.9,Sunny and Hot,,Ras Al Khaimah
2021,11,10,32.1,27.1,22.9,Sunny and Warm,,Ras Al Khaimah
2020,2,9,30.4,23.4,16.4,Sunny and Warm,,Ras Al Khaimah
2018,3,1,31,24.1,18.4,Sunny and Warm,,Ras Al Khaimah
2021,9,13,45,36.4,31.8,Sunny and Hot,,Ras Al Khaimah
2019,9,19,45.1,35.4,27.8,Sunny and Hot,,Ras Al Khaimah
2020,11,29,31,23.9,17.3,Sunny and Warm,,Ras Al Khaimah
2018,6,19,45.8,35,27.5,Sunny and Hot,,Ras Al Khaimah
2018,5,22,43.3,34.1,26.9,Sunny and Hot,,Ras Al Khaimah
2020,8,28,45.4,38,32.2,Sunny and Hot,,Ras Al Khaimah
2019,11,2,32.5,28.8,24.9,Sunny and Warm,,Ras Al Khaimah
2022,9,20,43.1,35.5,28.4,Sunny and Hot,,Ras Al Khaimah
2020,8,5,43.5,36.2,30.4,Sunny and Hot,,Ras Al Khaimah
2020,5,20,43,33.2,25.4,Sunny and Hot,,Ras Al Khaimah
2020,1,12,20.4,17.5,14,Cold and Cloudy,,Ras Al Khaimah
2019,4,2,36.2,28.4,23.6,Sunny and Warm,,Ras Al Khaimah
2020,8,9,45.1,38.2,32.9,Sunny and Hot,,Ras Al Khaimah
2018,2,28,30.2,24.9,21.3,Sunny and Warm,,Ras Al Khaimah
2018,3,2,25.5,22.2,19.5,Sunny and Warm,,Ras Al Khaimah
2018,6,15,42.2,34.9,27.5,Sunny and Hot,,Ras Al Khaimah
2020,6,9,42.9,33.7,26.8,Sunny and Hot,,Fujairah
2020,2,13,21.1,17,11.7,Cold and Cloudy,,Fujairah
2019,3,13,27.7,19.6,11.5,Cold and Cloudy,,Fujairah
2018,12,16,29.8,23.1,16.9,Sunny and Warm,,Fujairah
2019,7,8,42.3,35.4,28.9,Sunny and Hot,,Fujairah
2022,8,15,46.2,37.8,33.1,Sunny and Hot,,Fujairah
2019,1,2,30.4,21.8,14.8,Sunny and Warm,,Fujairah
2021,8,26,41.8,35.9,31.4,Sunny and Hot,,Fujairah
2020,11,20,32.9,25.3,18.4,Sunny and Warm,,Fujairah
2018,3,10,37.7,26.2,15.2,Sunny and Warm,,Fujairah
2018,10,3,41.8,32.3,25.2,Sunny and Hot,,Fujairah
2020,9,12,47.4,36.3,27.2,Sunny and Hot,,Fujairah
2020,6,28,45.3,36.4,32.1,Sunny and Hot,,Fujairah
2020,7,23,41.6,34.9,30,Sunny and Hot,,Fujairah
2020,1,26,19.3,17.4,15.5,Cold and Cloudy,,Fujairah
2022,10,27,37.7,29.8,22.1,Sunny and Warm,,Fujairah
2021,5,22,47.2,36.3,26,Sunny and Hot,,Fujairah
2018,4,18,33,28.5,24.8,Sunny and Warm,,Fujairah
2019,7,12,41,35.1,28.8,Sunny and Hot,,Fujairah
2019,9,14,42,35.1,30.7,Sunny and Hot,,Fujairah
2019,1,16,31.6,22.7,16.4,Sunny and Warm,,Fujairah
2018,12,27,27.4,20.2,14.1,Sunny and Warm,,Fujairah
2020,12,29,25.5,19.5,13,Cold and Cloudy,,Fujairah
2022,8,18,46.5,36.1,28.9,Sunny and Hot,,Fujairah
2018,1,7,28.3,19.3,11.6,Cold and Cloudy,,Fujairah
2019,1,30,27.5,21.7,16.5,Sunny and Warm,,Fujairah
2018,10,25,35,30.5,26.2,Sunny and Hot,,Fujairah
2022,6,29,44.5,35.6,31.1,Sunny and Hot,,Fujairah
2018,10,30,32.4,28.4,24.8,Sunny and Warm,,Fujairah
2018,6,5,46.6,37.4,29.5,Sunny and Hot,,Fujairah
2020,3,26,30.1,22.1,15.5,Sunny and Warm,,Fujairah
2020,4,29,39.7,33,27.9,Sunny and Hot,,Fujairah
2019,8,3,47.8,38.1,30.1,Sunny and Hot,,Fujairah
2022,8,17,46.1,36.8,32.1,Sunny and Hot,,Fujairah
2018,9,14,42.1,33.7,25.3,Sunny and Hot,,Fujairah
2018,2,7,25.5,16.2,9.1,Cold and Cloudy,,Fujairah
2022,2,7,23,19.4,17.1,Cold and Cloudy,,Fujairah
2020,1,6,23.6,21.3,17.7,Sunny and Warm,,Fujairah
2022,5,2,42,31.4,23.2,Sunny and Hot,,Fujairah
2020,7,5,45.8,38,31.7,Sunny and Hot,,Fujairah
2023,1,5,29.2,23.1,17.7,Sunny and Warm,,Fujairah
2018,5,13,45.5,36.8,30.6,Sunny and Hot,,Fujairah
2022,11,10,36.8,29.5,22.5,Sunny and Warm,,Fujairah
2019,2,6,24.7,18.9,13.2,Cold and Cloudy,,Fujairah
2018,5,18,37.8,31.8,25.8,Sunny and Hot,,Fujairah
2020,2,18,31.9,22.6,14.7,Sunny and Warm,,Fujairah
2021,5,28,41.8,33.2,25.5,Sunny and Hot,,Fujairah
2020,9,16,41.7,33.9,26.2,Sunny and Hot,,Fujairah
2020,2,29,28.4,22.2,19.2,Sunny and Warm,,Fujairah
2018,3,3,27.4,21.7,16.6,Sunny and Warm,,Fujairah
2022,2,15,28.4,22.1,16.7,Sunny and Warm,,Fujairah
2022,2,22,24.5,20.3,17.1,Sunny and Warm,,Fujairah
2019,1,23,24.9,18.9,13.6,Cold and Cloudy,,Fujairah
2019,11,30,28.3,22.9,17.1,Sunny and Warm,,Fujairah
2021,5,15,42.8,32.8,25.7,Sunny and Hot,,Fujairah
2018,12,10,29.3,24.1,19.1,Sunny and Warm,,Fujairah
2021,7,6,46.3,39,33,Sunny and Hot,,Fujairah
2022,2,18,27.7,19.4,11.5,Cold and Cloudy,,Fujairah
2022,7,31,45.6,38.3,32.5,Sunny and Hot,,Fujairah
2019,8,27,48,36.7,28.3,Sunny and Hot,,Fujairah
2019,6,10,44.4,35.3,27.2,Sunny and Hot,,Fujairah
2020,10,15,37.6,29.1,21.3,Sunny and Warm,,Fujairah
2021,10,3,41.7,35,30.6,Sunny and Hot,,Fujairah
2019,12,14,30.7,24.3,18.9,Sunny and Warm,,Fujairah
2020,2,13,21.1,17,11.7,Cold and Cloudy,,Fujairah
2020,11,14,33.9,27.2,21.2,Sunny and Warm,,Fujairah
2018,4,27,39.6,30.7,23.7,Sunny and Hot,,Fujairah
2020,4,14,33.7,28.2,25.2,Sunny and Warm,,Fujairah
2022,12,17,28.5,23,17.2,Sunny and Warm,,Fujairah
2020,2,26,30.8,24.2,20.2,Sunny and Warm,,Fujairah
2019,7,20,45.9,37.6,31.7,Sunny and Hot,,Fujairah
2022,10,4,42.4,33.5,27.5,Sunny and Hot,,Fujairah
2021,4,4,31.5,26.1,22.5,Sunny and Warm,,Fujairah
2021,12,7,27.7,21.3,14,Sunny and Warm,,Fujairah
2022,10,29,36.8,28.4,21.3,Sunny and Warm,,Fujairah
2021,5,9,41,32,23.3,Sunny and Hot,,Fujairah
2020,3,25,26.9,20.8,14.7,Sunny and Warm,,Fujairah
2021,1,25,24.8,18.8,13,Cold and Cloudy,,Fujairah
2020,4,8,40,29.3,19,Sunny and Warm,,Fujairah
2018,5,27,42.2,35.2,30.1,Sunny and Hot,,Fujairah
2019,8,7,42.8,36.2,28.4,Sunny and Hot,,Fujairah
2021,12,31,28.9,22.8,18.6,Sunny and Warm,,Fujairah
2018,2,20,26.8,21.7,17,Sunny and Warm,,Fujairah
2018,8,27,47.2,37.4,31.5,Sunny and Hot,,Fujairah
2022,12,19,27.9,22.3,17.6,Sunny and Warm,,Fujairah
2018,7,18,42.6,36.4,30.2,Sunny and Hot,,Fujairah
2019,7,22,45.4,37,33.3,Sunny and Hot,,Fujairah
2020,8,1,49.2,39.9,32.8,Sunny and Hot,,Fujairah
2022,8,10,48,37.4,31.3,Sunny and Hot,,Fujairah
2020,7,13,49.1,40.5,34.2,Sunny and Hot,,Fujairah
2020,10,17,37.9,28.5,19.9,Sunny and Warm,,Fujairah
2021,7,19,42.8,36.9,32.4,Sunny and Hot,,Fujairah
2022,10,5,41.3,32.6,26.6,Sunny and Hot,,Fujairah
2019,1,5,26.3,20.6,15,Sunny and Warm,,Fujairah
2018,7,3,43.3,35.1,27.1,Sunny and Hot,,Fujairah
2020,9,24,44.9,33.3,23.7,Sunny and Hot,,Fujairah
2019,3,13,27.7,19.6,11.5,Cold and Cloudy,,Fujairah
2018,2,16,34.5,24.2,16.6,Sunny and Warm,,Fujairah
2018,3,21,32.6,22.9,12.5,Sunny and Warm,,Fujairah
2020,9,21,40.4,32.3,25.5,Sunny and Hot,,Fujairah
2022,11,2,38,28.7,20.5,Sunny and Warm,,Fujairah
2020,9,18,44,33.5,25.1,Sunny and Hot,,Fujairah
2018,12,25,24.7,19.7,14.6,Cold and Cloudy,,Fujairah
2021,6,12,43,34.8,29.4,Sunny and Hot,,Fujairah
2020,4,26,43.3,35,25.3,Sunny and Hot,,Fujairah
2020,5,8,38,31.6,26.2,Sunny and Hot,,Fujairah
2022,12,19,27.9,22.3,17.6,Sunny and Warm,,Fujairah
2018,3,14,30,24.2,19.9,Sunny and Warm,,Fujairah
2018,7,5,48.9,38.2,31,Sunny and Hot,,Fujairah
2019,11,27,28.8,22.5,16.1,Sunny and Warm,,Fujairah
2019,5,30,46,35.5,27.3,Sunny and Hot,,Fujairah
2021,11,30,30.4,24.1,17.5,Sunny and Warm,,Fujairah
2020,6,2,44.4,37.2,31.8,Sunny and Hot,,Fujairah
2019,11,6,34,28.1,22.6,Sunny and Warm,,Fujairah
2021,3,15,31.4,23,17.6,Sunny and Warm,,Fujairah
2022,5,13,35.9,30.2,24.2,Sunny and Hot,,Fujairah
2021,9,28,40.9,33.5,28.8,Sunny and Hot,,Fujairah
2018,2,24,33.6,27.7,21.9,Sunny and Warm,,Fujairah
2019,12,2,29.3,22.8,16.6,Sunny and Warm,,Fujairah
2020,7,20,45.7,38.2,33.9,Sunny and Hot,,Fujairah
2018,10,29,33.8,29.5,25.3,Sunny and Warm,,Fujairah
2020,10,13,38.1,31.4,25.9,Sunny and Hot,,Fujairah
2022,7,19,42.9,38.2,33.9,Sunny and Hot,,Fujairah
2022,12,25,28.8,24.4,21.2,Sunny and Warm,,Fujairah
2018,7,29,48,40,35.3,Sunny and Hot,,Fujairah
2022,10,27,37.7,29.8,22.1,Sunny and Warm,,Fujairah
2022,8,8,49.3,40.6,34.1,Sunny and Hot,,Fujairah
2019,6,3,43.1,33.2,24.8,Sunny and Hot,,Fujairah
2021,12,29,28.1,21.1,15.1,Sunny and Warm,,Fujairah
2022,8,4,44.3,38.4,35.3,Sunny and Hot,,Fujairah
2022,10,19,37.8,30.4,23.4,Sunny and Hot,,Fujairah
2021,6,29,45.9,38.3,32.2,Sunny and Hot,,Fujairah
2018,9,15,46.7,37.1,29.9,Sunny and Hot,,Fujairah
2019,1,26,30.9,21.8,13.6,Sunny and Warm,,Fujairah
2021,11,3,36.2,29,24.1,Sunny and Warm,,Fujairah
2018,7,26,44.5,37.6,31.4,Sunny and Hot,,Fujairah
2018,1,6,27.6,19.3,12.4,Cold and Cloudy,,Fujairah
2022,9,2,45,34.4,27.6,Sunny and Hot,,Fujairah
2019,11,28,30,22.5,16.2,Sunny and Warm,,Fujairah
2018,12,1,32.2,23.6,16.5,Sunny and Warm,,Fujairah
2020,7,3,45.3,37.1,32.2,Sunny and Hot,,Fujairah
2019,4,5,38.7,31.9,26.1,Sunny and Hot,,Fujairah
2022,5,25,40.5,32.7,26.1,Sunny and Hot,,Fujairah
2022,5,8,43.9,34.6,27.8,Sunny and Hot,,Fujairah
2020,9,16,41.7,33.9,26.2,Sunny and Hot,,Fujairah
2020,12,12,26.8,21,14.3,Sunny and Warm,,Fujairah
2021,10,3,41.7,35,30.6,Sunny and Hot,,Fujairah
2020,5,24,43.6,34.2,26.3,Sunny and Hot,,Fujairah
2022,1,5,22.6,18.6,15.6,Cold and Cloudy,,Fujairah
2021,8,23,45.3,36.9,32.2,Sunny and Hot,,Fujairah
2021,11,5,34.5,27.2,21.4,Sunny and Warm,,Fujairah
2022,8,31,44.6,35,28.1,Sunny and Hot,,Fujairah
2022,4,12,40.2,30.5,21.9,Sunny and Hot,,Fujairah
2019,6,15,47.2,35.4,27.9,Sunny and Hot,,Fujairah
2022,5,15,36.4,28.4,20.6,Sunny and Warm,,Fujairah
2022,4,6,42.1,29.8,19.8,Sunny and Warm,,Fujairah
2019,12,28,26.6,18.7,11.8,Cold and Cloudy,,Fujairah
2022,10,7,43,33.3,28,Sunny and Hot,,Fujairah
2018,5,9,45.9,35.4,26.1,Sunny and Hot,,Fujairah
2020,1,9,27.7,20,13.5,Sunny and Warm,,Fujairah
2022,7,30,42.8,36.4,31.9,Sunny and Hot,,Fujairah
2021,10,22,36.1,30.9,25.5,Sunny and Hot,,Fujairah
2018,4,12,38.5,30,25.7,Sunny and Hot,,Fujairah
2021,6,10,42.7,34.6,27.8,Sunny and Hot,,Fujairah
2022,7,19,42.9,38.2,33.9,Sunny and Hot,,Fujairah
2021,12,29,28.1,21.1,15.1,Sunny and Warm,,Fujairah
2018,12,2,29.3,23.3,16.7,Sunny and Warm,,Fujairah
2020,10,1,42.7,33.5,26.8,Sunny and Hot,,Fujairah
2021,5,31,48.3,37,28.2,Sunny and Hot,,Fujairah
2018,2,4,24.3,18.6,13.7,Cold and Cloudy,,Fujairah
2022,4,27,37.6,31.2,26.2,Sunny and Hot,,Fujairah
2022,3,26,32.8,26.5,22.8,Sunny and Warm,,Fujairah
